Date,511360.SH,511030.SH,159650.SZ,159649.SZ,511520.SH,511380.SH,159816.SZ,159972.SZ,511220.SH,511020.SH,511060.SH,511270.SH,511010.SH,511260.SH
2020/6/2,0.0000,-0.2857,0.0000,0.0000,0.0000,0.0204,0.0000,-0.1769,-0.0711,-0.0038,-0.2485,-0.1389,-0.4712,-0.3007
2020/6/3,0.0000,-0.4766,0.0000,0.0000,0.0000,-0.2652,0.0000,0.0230,-0.1636,-0.5648,-0.2385,-0.1298,-0.2534,-0.1704
2020/6/4,0.0000,-0.2313,0.0000,0.0000,0.0000,-0.3886,0.0000,-0.2758,0.1018,0.0000,-0.0488,-0.2135,-0.1018,-0.3334
2020/6/5,0.0000,0.2318,0.0000,0.0000,0.0000,-0.1848,0.0000,0.0086,-0.1942,0.0485,-0.2421,-0.0419,-0.1084,-0.0861
2020/6/8,0.0000,-0.2879,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0192,-0.2618,-0.0485,-0.0020,0.0884,0.2619,0.3393
2020/6/9,0.0000,0.1434,0.0000,0.0000,0.0000,-0.0309,0.0000,0.0086,0.0705,-0.1703,0.0000,-0.0651,0.0570,-0.0179
2020/6/10,0.0000,-0.0490,0.0000,0.0000,0.0000,-0.1338,0.0000,0.0480,0.0316,0.0000,-0.0978,-0.0744,-0.2505,-0.0268
2020/6/11,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2885,0.0000,0.0000,0.1020,0.0667,0.0490,0.1862,0.1427,0.4403
2020/6/12,0.0000,0.6385,0.0000,0.0000,0.0000,0.1240,0.0000,0.0921,0.0133,0.0086,-0.0489,0.1022,0.1506,0.0847
2020/6/15,0.0000,0.2264,0.0000,0.0000,0.0000,0.0103,0.0000,0.0614,-0.0316,0.3810,0.0294,0.2646,0.1122,0.2680
2020/6/16,0.0000,-0.1907,0.0000,0.0000,0.0000,0.4540,0.0000,-0.0862,0.0061,-0.4744,-0.1273,-0.2787,-0.5497,-0.7388
2020/6/17,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0514,0.0000,-0.0767,-0.1407,0.0000,-0.0304,-0.3659,-0.3772,-0.0832
2020/6/18,0.0000,0.0000,0.0000,0.0000,0.0000,0.1953,0.0000,0.0873,-0.0010,0.0953,-0.0127,0.0000,-0.0320,-0.1620
2020/6/19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0923,0.0000,-0.1333,0.0010,-0.2857,-0.0059,0.0000,-0.1402,0.0242
2020/6/22,0.0000,-0.1910,0.0000,0.0000,0.0000,-0.2460,0.0000,0.0000,0.4080,0.0000,0.0589,-0.1864,0.1166,0.0179
2020/6/23,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3596,0.0000,-0.1844,-0.0174,-0.2865,-0.3529,-0.2614,-0.4437,-0.4930
2020/6/24,0.0000,-0.2823,0.0000,0.0000,0.0000,0.2268,0.0000,0.0385,-0.0441,0.0508,0.1476,0.2631,0.4094,0.4594
2020/6/29,0.0000,0.0912,0.0000,0.0000,0.0000,-0.4938,0.0000,0.0962,-0.1848,0.1417,-0.0972,-0.2792,0.2026,0.0412
2020/6/30,0.0000,-0.2876,0.0000,0.0000,0.0000,0.5479,0.0000,0.1066,0.0669,-0.1912,0.0285,0.1863,-0.1220,-0.0923
2020/7/1,0.0000,0.0962,0.0000,0.0000,0.0000,0.9665,0.0000,0.0000,0.0391,0.0958,0.0678,-0.0477,0.1328,0.0924
